Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender
0.5049415064154532,0.34837540699138697,-1.5621457376183063,1.2885735018478053,-1.2146847218098513,-0.019795577157294176,-0.14379992882668713,-1.3028660130750522,0.28582535964256256,-1.213934457288018,-1.060721191718906,-0.32939242816509995,-0.6610061267556644,1.0705500869932574,0.03141133078780511,-0.3428666069316897,-0.9048968741224371,-0.7543984875079887,-0.8557464841277531
-0.1628224112960952,-1.3837360532878717,-1.5621457376183063,-0.14348791559684546,-1.2146847218098513,0.6613991013752177,-1.1161102955380133,-1.3028660130750522,0.28582535964256256,0.41145108517868284,0.285970759412303,-0.32939242816509995,-0.6610061267556644,-1.5755869967195941,1.0011994733813827,-0.3428666069316897,0.37738469331742436,0.7343661800545477,1.1685703868468498
0.6718824858433399,1.560853429186868,-0.12426653889384978,-0.14348791559684546,0.8232588934765094,-0.019795577157294176,1.1063133998021606,0.13444167575227622,0.28582535964256256,0.41145108517868284,0.285970759412303,-0.32939242816509995,-0.6610061267556644,-0.2525184548631684,1.0011994733813827,-0.3428666069316897,1.6596662607572858,-0.7543984875079887,-0.8557464841277531
1.506587382982776,0.7814032720612016,-1.5621457376183063,-0.14348791559684546,0.8232588934765094,0.6613991013752177,1.5924685831578238,0.13444167575227622,0.28582535964256256,-0.40124168605466753,0.285970759412303,-0.32939242816509995,-0.6610061267556644,-1.5755869967195941,1.0011994733813827,-0.3428666069316897,-0.9048968741224371,0.7343661800545477,-0.8557464841277531
-0.1628224112960952,1.0412199911030906,-0.12426653889384978,-0.14348791559684546,0.8232588934765094,-0.7009902556898063,-0.6994058526617308,0.13444167575227622,0.28582535964256256,1.2241438564120333,0.285970759412303,1.3377418070984168,-0.6610061267556644,-0.2525184548631684,1.0011994733813827,-0.3428666069316897,0.37738469331742436,-0.7543984875079887,1.1685703868468498
-0.1628224112960952,0.6947976990472386,-0.12426653889384978,-0.14348791559684546,0.8232588934765094,0.6613991013752177,0.9674119188433999,0.13444167575227622,0.28582535964256256,1.2241438564120333,0.285970759412303,-0.32939242816509995,-0.6610061267556644,1.0705500869932574,0.03141133078780511,-0.3428666069316897,1.6596662607572858,-0.7543984875079887,-0.8557464841277531
1.506587382982776,0.34837540699138697,-0.12426653889384978,-1.5755493330414962,0.8232588934765094,-0.019795577157294176,-0.49105363122358947,-1.3028660130750522,0.28582535964256256,-0.40124168605466753,-1.060721191718906,-0.32939242816509995,1.5128452816438753,-0.2525184548631684,-0.9383768118057728,-0.3428666069316897,-0.9048968741224371,0.7343661800545477,-0.8557464841277531
0.8388234652712273,-0.17125803109239057,-1.5621457376183063,1.2885735018478053,0.8232588934765094,-0.7009902556898063,-1.7411669598524373,0.13444167575227622,0.28582535964256256,-0.40124168605466753,1.6326627105435119,1.3377418070984168,-0.6610061267556644,-1.5755869967195941,-0.9383768118057728,-0.3428666069316897,-0.9048968741224371,2.223130847617084,-0.8557464841277531
-0.49670437015187,1.2144311371310164,-0.12426653889384978,1.2885735018478053,-1.2146847218098513,-0.7009902556898063,0.3423552545289758,1.5717493645796048,0.28582535964256256,-1.213934457288018,0.285970759412303,-1.9965266634286167,1.5128452816438753,-0.2525184548631684,-1.9081649543993509,-0.3428666069316897,0.37738469331742436,-0.7543984875079887,-0.8557464841277531
0.5049415064154532,1.560853429186868,-0.12426653889384978,-0.14348791559684546,0.8232588934765094,0.6613991013752177,-0.28270140978544817,0.13444167575227622,0.28582535964256256,-1.213934457288018,1.6326627105435119,1.3377418070984168,-0.6610061267556644,1.0705500869932574,1.970987615974961,-0.3428666069316897,-0.9048968741224371,0.7343661800545477,-0.8557464841277531
-0.49670437015187,0.0019531149355352738,-1.5621457376183063,1.2885735018478053,-1.2146847218098513,0.6613991013752177,0.8979611783640195,0.13444167575227622,-3.4986398731398247,2.0368366276453838,0.285970759412303,1.3377418070984168,1.5128452816438753,-0.2525184548631684,1.0011994733813827,-0.3428666069316897,0.37738469331742436,0.7343661800545477,-0.8557464841277531
-0.49670437015187,1.4742478561729053,-0.12426653889384978,1.2885735018478053,0.8232588934765094,-0.7009902556898063,0.828510437884639,-1.3028660130750522,0.28582535964256256,0.41145108517868284,-1.060721191718906,1.3377418070984168,1.5128452816438753,-0.2525184548631684,-0.9383768118057728,-0.3428666069316897,-0.9048968741224371,-0.7543984875079887,-0.8557464841277531
