Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
0.4186046511627907,0.1,0.0,0.5,0.0,0.6666666666666666,0.18,0.0,1.0,0.25,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.5,0.5,1.0,0.13043478260869565
0.5348837209302325,0.95,0.5,0.5,1.0,0.5,0.82,0.5,1.0,0.25,0.5,0.5,0.0,0.5,0.6666666666666666,0.0,1.0,0.0,0.0,0.41304347826086957
0.6511627906976745,0.725,0.0,0.5,1.0,0.6666666666666666,0.96,0.5,1.0,0.125,0.5,0.5,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,0.34782608695652173
0.4186046511627907,0.8,0.5,0.5,1.0,0.3333333333333333,0.3,0.5,1.0,0.375,0.5,1.0,0.0,0.5,0.6666666666666666,0.0,0.5,0.0,1.0,0.32608695652173914
0.4186046511627907,0.7,0.5,0.5,1.0,0.6666666666666666,0.78,0.5,1.0,0.375,0.5,0.5,0.0,1.0,0.5,0.0,1.0,0.0,0.0,0.34782608695652173
0.6511627906976745,0.6,0.5,0.0,1.0,0.5,0.36,0.0,1.0,0.125,0.0,0.5,1.0,0.5,0.3333333333333333,0.0,0.0,0.5,0.0,0.2608695652173913
0.5581395348837209,0.45,0.0,1.0,1.0,0.3333333333333333,0.0,0.5,1.0,0.125,1.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.2391304347826087
0.37209302325581395,0.85,0.5,1.0,0.0,0.3333333333333333,0.6,1.0,1.0,0.0,0.5,0.0,1.0,0.5,0.16666666666666666,0.0,0.5,0.0,0.0,0.30434782608695654
0.5116279069767442,0.95,0.5,0.5,1.0,0.6666666666666666,0.42,0.5,1.0,0.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.0,0.0,0.5,0.0,0.3695652173913043
0.37209302325581395,0.5,0.0,1.0,0.0,0.6666666666666666,0.76,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.0,0.2826086956521739
0.37209302325581395,0.925,0.5,1.0,1.0,0.3333333333333333,0.74,0.0,1.0,0.25,0.0,1.0,1.0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.34782608695652173
0.46511627906976744,0.575,0.5,0.5,1.0,0.6666666666666666,0.94,0.0,1.0,0.25,0.5,0.5,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.32608695652173914
0.18604651162790697,0.55,0.5,0.5,1.0,0.6666666666666666,0.44,0.5,1.0,0.25,0.5,0.5,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.2391304347826087
0.20930232558139536,0.45,0.5,1.0,1.0,0.6666666666666666,0.48,0.5,1.0,0.125,0.0,0.5,1.0,0.5,0.6666666666666666,0.0,1.0,0.0,0.0,0.21739130434782608
0.37209302325581395,0.2,0.5,0.5,0.0,0.6666666666666666,0.4,0.5,1.0,0.25,0.5,0.5,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.1956521739130435
0.3023255813953488,0.0,0.5,0.0,1.0,1.0,0.3,0.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,0.0,0.10869565217391304
0.4883720930232558,0.25,0.0,0.5,1.0,0.3333333333333333,0.64,0.5,1.0,0.125,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.21739130434782608
0.32558139534883723,0.5,0.5,0.5,1.0,0.8333333333333334,0.82,0.0,1.0,0.375,0.0,0.5,0.0,1.0,0.3333333333333333,0.0,0.5,0.5,1.0,0.2608695652173913
0.2558139534883721,0.375,0.5,1.0,1.0,0.5,0.16,0.5,1.0,0.375,0.5,0.5,1.0,1.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.2391304347826087
0.6511627906976745,0.45,0.5,0.5,0.0,0.16666666666666666,0.98,1.0,1.0,0.0,1.0,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.5,1.0,0.30434782608695654
0.4186046511627907,0.975,0.5,1.0,0.0,0.3333333333333333,0.68,0.5,1.0,0.125,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.3695652173913043
0.4418604651162791,0.35,0.5,1.0,0.0,0.6666666666666666,0.78,0.0,1.0,0.125,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,1.0,0.2391304347826087
0.23255813953488372,0.45,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.125,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.2391304347826087
0.37209302325581395,0.125,0.0,1.0,1.0,0.16666666666666666,0.5,0.5,1.0,0.25,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.17391304347826086
0.46511627906976744,0.05,1.0,0.0,1.0,0.3333333333333333,0.08,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.1956521739130435
0.27906976744186046,0.775,0.0,0.5,0.0,0.3333333333333333,0.8,0.5,1.0,0.125,1.0,0.5,0.0,0.0,0.3333333333333333,1.0,0.0,0.5,1.0,0.21739130434782608
0.4883720930232558,0.575,1.0,1.0,1.0,0.3333333333333333,0.88,0.5,1.0,0.0,1.0,0.5,0.0,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.34782608695652173
0.3488372093023256,0.75,0.5,0.5,0.0,0.0,0.16,0.5,1.0,0.125,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.2391304347826087
0.3953488372093023,0.15,1.0,1.0,0.0,0.0,0.02,0.0,1.0,0.25,0.0,0.5,1.0,0.5,0.3333333333333333,0.0,0.5,0.0,0.0,0.1956521739130435
0.3488372093023256,0.575,0.0,0.5,0.0,0.3333333333333333,0.14,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.0,0.0,1.0,0.17391304347826086
0.6976744186046512,0.25,0.5,1.0,1.0,0.5,0.32,0.5,1.0,0.125,1.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.30434782608695654
0.4418604651162791,0.225,0.5,0.5,1.0,0.6666666666666666,0.92,0.5,1.0,0.25,0.5,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.2608695652173913
0.3023255813953488,0.0,1.0,0.5,0.0,0.16666666666666666,0.0,0.5,1.0,0.25,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.13043478260869565
0.5581395348837209,0.125,1.0,0.5,0.0,0.16666666666666666,0.8,0.5,1.0,0.25,0.5,0.5,0.0,1.0,0.5,0.0,0.5,0.5,1.0,0.2826086956521739
0.27906976744186046,0.3,0.0,0.5,0.0,0.3333333333333333,0.86,0.0,1.0,0.125,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.13043478260869565
0.46511627906976744,0.125,0.5,0.0,1.0,0.5,0.82,0.0,1.0,0.25,0.5,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.1956521739130435
0.16279069767441862,0.975,0.5,0.5,0.0,0.8333333333333334,0.08,0.0,1.0,0.25,0.0,0.5,0.0,0.5,0.8333333333333334,0.0,1.0,0.0,1.0,0.2608695652173913
0.2558139534883721,0.3,0.0,0.5,1.0,0.6666666666666666,0.68,0.5,1.0,0.125,0.0,0.5,0.0,1.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.17391304347826086
0.46511627906976744,0.125,0.0,0.5,1.0,0.3333333333333333,0.96,0.0,1.0,0.125,0.5,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.1956521739130435
0.5348837209302325,0.2,1.0,0.5,0.0,0.6666666666666666,0.12,0.0,1.0,0.375,1.0,1.0,0.0,0.5,0.16666666666666666,0.0,0.5,0.0,0.0,0.2608695652173913
0.46511627906976744,0.6,0.5,0.5,1.0,0.3333333333333333,0.04,0.0,1.0,0.125,0.5,1.0,0.0,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.21739130434782608
0.4186046511627907,0.075,0.0,1.0,0.0,0.5,0.88,0.5,1.0,0.125,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.0,0.1956521739130435
0.3953488372093023,0.85,0.5,1.0,1.0,0.5,0.64,0.5,1.0,0.375,0.5,0.5,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.0,0.32608695652173914
0.23255813953488372,0.95,0.5,0.5,1.0,0.8333333333333334,0.64,0.0,1.0,0.125,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.2826086956521739
0.3488372093023256,0.25,0.5,0.5,1.0,0.6666666666666666,0.96,0.5,1.0,0.25,0.5,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.21739130434782608
0.37209302325581395,0.45,0.5,0.5,1.0,0.3333333333333333,0.76,0.5,1.0,0.125,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.0,1.0,0.2826086956521739
